drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB00531,DB11730,Cyclophosphamide,Ribociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00533,DB09449,Rofecoxib,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00533,DB00864,Rofecoxib,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB00684,Cefdinir,Tobramycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB00798,Cefdinir,Gentamicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB01082,Cefdinir,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB00955,Cefdinir,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB01172,Cefdinir,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB01421,Cefdinir,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB03615,Cefdinir,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB06696,Cefdinir,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00535,DB12615,Cefdinir,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00537,DB01078,Ciprofloxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00537,DB01092,Ciprofloxacin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00537,DB01396,Ciprofloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00539,DB01078,Toremifene,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00539,DB01092,Toremifene,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00539,DB01396,Toremifene,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00541,DB01078,Vincristine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00541,DB01092,Vincristine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00541,DB01396,Vincristine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00542,DB09449,Benazepril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00542,DB08907,Benazepril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00544,DB01078,Fluorouracil,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00544,DB01092,Fluorouracil,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00544,DB01396,Fluorouracil,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00548,DB01078,Azelaic Acid,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00548,DB01092,Azelaic Acid,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00548,DB01396,Azelaic Acid,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00552,DB01078,Pentostatin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00552,DB01092,Pentostatin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00552,DB01396,Pentostatin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00554,DB09449,Piroxicam,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00554,DB00864,Piroxicam,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00559,DB01016,Bosentan,Glyburide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00563,DB01078,Methotrexate,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00563,DB01092,Methotrexate,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00563,DB01396,Methotrexate,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00563,DB05528,Methotrexate,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00563,DB00795,Methotrexate,Sulfasalazine,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00570,DB01078,Vinblastine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00570,DB01092,Vinblastine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00570,DB01396,Vinblastine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00573,DB09449,Fenoprofen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00573,DB00864,Fenoprofen,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00580,DB09449,Valdecoxib,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00580,DB00864,Valdecoxib,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00584,DB09449,Enalapril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00584,DB08907,Enalapril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00586,DB09449,Diclofenac,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00586,DB00864,Diclofenac,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00594,DB09449,Amiloride,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00595,DB05528,Oxytetracycline,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00603,DB01078,Medroxyprogesterone acetate,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00603,DB01092,Medroxyprogesterone acetate,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00603,DB01396,Medroxyprogesterone acetate,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00605,DB09449,Sulindac,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00605,DB01078,Sulindac,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00605,DB01092,Sulindac,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00605,DB01396,Sulindac,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00605,DB00864,Sulindac,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00606,DB09449,Cyclothiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00608,DB09449,Chloroquine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00608,DB01250,Chloroquine,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00608,DB00864,Chloroquine,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00613,DB00625,Amodiaquine,Efavirenz,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00615,DB00951,Rifabutin,Isoniazid,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00618,DB05528,Demeclocycline,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00619,DB01078,Imatinib,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00619,DB01092,Imatinib,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00619,DB01396,Imatinib,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00619,DB09288,Imatinib,Propacetamol,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00626,DB01111,Bacitracin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00626,DB01172,Bacitracin,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00626,DB01082,Bacitracin,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00626,DB00781,Bacitracin,Polymyxin B Sulfate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00631,DB01078,Clofarabine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00631,DB01092,Clofarabine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00631,DB01396,Clofarabine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00635,DB01078,Prednisone,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00635,DB01092,Prednisone,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00635,DB01396,Prednisone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00642,DB01078,Pemetrexed,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00642,DB01092,Pemetrexed,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00642,DB01396,Pemetrexed,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00643,DB01078,Mebendazole,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00643,DB01092,Mebendazole,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00643,DB01396,Mebendazole,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00648,DB01078,Mitotane,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00648,DB01092,Mitotane,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00649,DB00811,Stavudine,Ribavirin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00665,DB01078,Nilutamide,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00665,DB01092,Nilutamide,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00665,DB01396,Nilutamide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00671,DB00684,Cefixime,Tobramycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB00798,Cefixime,Gentamicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB01082,Cefixime,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB00955,Cefixime,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB01172,Cefixime,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB01421,Cefixime,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB03615,Cefixime,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB06696,Cefixime,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00671,DB12615,Cefixime,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00675,DB01078,Tamoxifen,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00675,DB01092,Tamoxifen,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00675,DB01396,Tamoxifen,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00675,DB05528,Tamoxifen,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00678,DB09449,Losartan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB01111,Amphotericin B,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB00684,Amphotericin B,Tobramycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB00798,Amphotericin B,Gentamicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB01082,Amphotericin B,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB00955,Amphotericin B,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB01172,Amphotericin B,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB01421,Amphotericin B,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB03615,Amphotericin B,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB06696,Amphotericin B,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00681,DB12615,Amphotericin B,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB00742,Tobramycin,Mannitol,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01111,Tobramycin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB00447,Tobramycin,Loracarbef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB00833,Tobramycin,Cefaclor,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB00923,Tobramycin,Ceforanide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01150,Tobramycin,Cefprozil,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01326,Tobramycin,Cefamandole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01328,Tobramycin,Cefonicid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01330,Tobramycin,Cefotetan,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01331,Tobramycin,Cefoxitin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB09062,Tobramycin,Cefminox,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01112,Tobramycin,Cefuroxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01066,Tobramycin,Cefditoren,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01212,Tobramycin,Ceftriaxone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01329,Tobramycin,Cefoperazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01332,Tobramycin,Ceftizoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01415,Tobramycin,Ceftibuten,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01416,Tobramycin,Cefpodoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB04570,Tobramycin,Latamoxef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB01413,Tobramycin,Cefepime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB13682,Tobramycin,Cefpirome,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00684,DB00958,Tobramycin,Carboplatin,ototoxic activities,ototoxic activities,ototoxicity
DB00685,DB01078,Trovafloxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00685,DB01092,Trovafloxacin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00685,DB01396,Trovafloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00688,DB09449,Mycophenolate mofetil,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00688,DB01078,Mycophenolate mofetil,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00688,DB01092,Mycophenolate mofetil,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00688,DB01396,Mycophenolate mofetil,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00688,DB01250,Mycophenolate mofetil,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00691,DB09449,Moexipril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00691,DB08907,Moexipril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00694,DB01078,Daunorubicin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00694,DB01092,Daunorubicin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00694,DB01396,Daunorubicin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00695,DB00903,Furosemide,Etacrynic acid,ototoxic activities,ototoxic activities,ototoxicity
DB00695,DB09449,Furosemide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00700,DB09449,Eplerenone,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00703,DB09449,Methazolamide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00709,DB00811,Lamivudine,Ribavirin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00712,DB09449,Flurbiprofen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00712,DB00864,Flurbiprofen,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00722,DB09449,Lisinopril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00722,DB08907,Lisinopril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00724,DB01078,Imiquimod,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00724,DB01092,Imiquimod,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00724,DB01396,Imiquimod,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00735,DB09449,Naftifine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00735,DB01250,Naftifine,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB12615,Mannitol,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB00798,Mannitol,Gentamicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB01082,Mannitol,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB00955,Mannitol,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB01172,Mannitol,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB01421,Mannitol,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB03615,Mannitol,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB06696,Mannitol,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00742,DB09449,Mannitol,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00744,DB09449,Zileuton,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00744,DB01250,Zileuton,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00744,DB00864,Zileuton,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00749,DB09449,Etodolac,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00749,DB00864,Etodolac,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00755,DB01078,Tretinoin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00755,DB01092,Tretinoin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00755,DB01396,Tretinoin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00759,DB05528,Tetracycline,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00762,DB01078,Irinotecan,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00762,DB01092,Irinotecan,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00762,DB01396,Irinotecan,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00768,DB09449,Olopatadine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00768,DB01250,Olopatadine,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00768,DB00864,Olopatadine,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00773,DB01078,Etoposide,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00773,DB01092,Etoposide,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00773,DB01396,Etoposide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00774,DB09449,Hydroflumethiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00779,DB01078,Nalidixic Acid,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00779,DB01092,Nalidixic Acid,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00779,DB01396,Nalidixic Acid,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00784,DB09449,Mefenamic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00784,DB00864,Mefenamic acid,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00788,DB09449,Naproxen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00788,DB00864,Naproxen,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00790,DB09449,Perindopril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00790,DB08907,Perindopril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00791,DB01078,Uracil mustard,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00791,DB01092,Uracil mustard,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00791,DB01396,Uracil mustard,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00794,DB01284,Primidone,Tetracosactide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00795,DB09449,Sulfasalazine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00795,DB00864,Sulfasalazine,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00796,DB09449,Candesartan cilexetil,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01111,Gentamicin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB00447,Gentamicin,Loracarbef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB00833,Gentamicin,Cefaclor,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB00923,Gentamicin,Ceforanide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01150,Gentamicin,Cefprozil,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01326,Gentamicin,Cefamandole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01328,Gentamicin,Cefonicid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01330,Gentamicin,Cefotetan,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01331,Gentamicin,Cefoxitin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB09062,Gentamicin,Cefminox,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01112,Gentamicin,Cefuroxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01066,Gentamicin,Cefditoren,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01212,Gentamicin,Ceftriaxone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01329,Gentamicin,Cefoperazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01332,Gentamicin,Ceftizoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01415,Gentamicin,Ceftibuten,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01416,Gentamicin,Cefpodoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB04570,Gentamicin,Latamoxef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB01413,Gentamicin,Cefepime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB13682,Gentamicin,Cefpirome,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00798,DB00958,Gentamicin,Carboplatin,ototoxic activities,ototoxic activities,ototoxicity
DB00808,DB09449,Indapamide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00811,DB00943,Ribavirin,Zalcitabine,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00811,DB01048,Ribavirin,Abacavir,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00811,DB00879,Ribavirin,Emtricitabine,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00812,DB09449,Phenylbutazone,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00812,DB00864,Phenylbutazone,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00814,DB09449,Meloxicam,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00814,DB00864,Meloxicam,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00819,DB09449,Acetazolamide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00821,DB09449,Carprofen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00821,DB00864,Carprofen,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00827,DB01078,Cinoxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00827,DB01092,Cinoxacin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00827,DB01396,Cinoxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00829,DB01284,Diazepam,Tetracosactide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00833,DB01082,Cefaclor,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB00955,Cefaclor,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB01172,Cefaclor,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB01421,Cefaclor,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB03615,Cefaclor,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB06696,Cefaclor,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00833,DB12615,Cefaclor,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00851,DB01078,Dacarbazine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00851,DB01092,Dacarbazine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00851,DB01396,Dacarbazine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00853,DB01078,Temozolomide,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00853,DB01092,Temozolomide,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
